Date,Location,MinTemp,MaxTemp,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2008/4/7,Sydney,15.3,22,11,15,83,70,1026.3,1024.2,5,6,18.2,19.8,Yes,Yes
2008/4/8,Sydney,14.6,22.1,20,17,86,75,1026.5,1024.1,6,6,17,18.9,Yes,Yes
2008/4/9,Sydney,15.6,22.2,13,20,96,62,1024.6,1021.4,7,5,16.3,21.1,Yes,Yes
2008/4/10,Sydney,13.8,22.7,15,15,77,60,1022.1,1019.7,5,1,18.7,21.9,Yes,No
2008/4/11,Sydney,14.1,23.5,15,15,83,61,1020.1,1017.5,4,2,17.1,22.1,No,No
2008/4/12,Sydney,14,23.8,11,9,79,59,1018.6,1016,7,4,17.6,22.2,No,No
2008/4/13,Sydney,15.1,22.7,11,4,81,75,1016.4,1013.4,5,6,17.4,19.7,No,Yes
2008/4/14,Sydney,13.2,18.9,19,30,82,64,1019.6,1019.2,7,3,15.9,18.8,Yes,Yes
2008/4/15,Sydney,13.8,19.7,20,22,85,71,1025.4,1023.9,7,7,15.9,19,Yes,Yes
2008/4/16,Sydney,13.8,20.9,15,20,78,85,1026.4,1024.6,7,8,17.2,16.2,Yes,Yes
2008/4/17,Sydney,14.9,19.7,17,13,91,72,1025.1,1023.4,7,7,16.4,19.4,Yes,Yes
2008/4/18,Sydney,15.3,20,4,15,94,75,1025.4,1023.7,8,7,16.4,19.6,Yes,Yes
2008/4/19,Sydney,15.9,21.4,22,24,51,61,1027.2,1026.1,6,7,19.3,19.5,Yes,Yes
2008/4/20,Sydney,15.2,19.1,15,6,79,75,1026.6,1023.7,7,6,17.3,18.4,Yes,Yes
2008/4/21,Sydney,14.7,19.3,9,19,91,70,1023.2,1021.4,8,7,16.6,19,Yes,Yes
2008/4/22,Sydney,14.4,20.3,9,20,90,55,1023.6,1022.3,7,5,16.1,20.1,Yes,Yes
2008/4/23,Sydney,14.7,17.9,6,22,90,89,1024,1022.1,7,7,16.2,17.2,Yes,Yes
2008/4/24,Sydney,14.7,20,19,20,93,80,1021.3,1018.6,7,7,16.8,19.3,Yes,Yes
2008/4/25,Sydney,16.8,21.2,17,15,55,69,NA,1013.9,7,7,19.7,20.3,Yes,No
2008/4/26,Sydney,12.7,24.8,15,6,81,38,1011.2,1007,2,7,15.6,24.6,No,No
2008/4/27,Sydney,15.6,26.1,20,22,51,28,1005.2,999.1,6,2,20.3,25.7,No,No
2008/4/28,Sydney,11.9,16.8,20,24,46,33,1007.4,1008.6,2,6,13.7,15.6,No,No
2008/4/29,Sydney,8.6,18.4,24,9,54,41,1020.4,1019.8,1,1,11.7,17.8,No,No
2008/4/30,Sydney,8.4,19.6,15,17,68,50,1024.2,1021.3,1,3,11.6,18.1,No,No
2008/5/1,Sydney,11.6,18.2,11,7,74,56,1019.7,1016.7,7,7,13.4,18.1,No,No
2008/5/2,Sydney,10.8,22.2,19,17,65,44,1018.7,1015.3,1,3,14.5,21.7,No,No
2008/5/3,Sydney,10.9,19.6,19,11,62,52,1019.3,1016.9,1,1,14.1,18.6,No,No
2008/5/4,Sydney,9.4,20.3,22,11,64,47,1021.1,1018.3,1,1,12.4,19.4,No,No
2008/5/5,Sydney,9.4,22.3,15,7,71,34,1018.7,1015.2,1,2,12.4,22.2,No,No
2008/5/6,Sydney,11.8,23.6,9,9,74,48,1017.1,1013.3,6,7,13.7,21.1,No,No
2008/5/7,Sydney,13,23,22,13,57,44,1014.3,1011.8,1,3,16.5,22,No,No
2008/5/8,Sydney,11,21.8,24,15,63,45,1019.2,1017.5,1,1,14,20.8,No,No
2008/5/9,Sydney,11,21.9,17,11,75,60,1021.4,1020.2,0,1,14.3,20.6,No,No
2008/5/10,Sydney,12.6,21.3,11,11,86,67,1022.2,1019.6,1,1,15.2,19.3,No,No
2008/5/11,Sydney,14,19.4,13,15,84,67,1023.1,1021.2,7,7,16.8,18.7,No,No
2008/5/12,Sydney,12.4,19.5,11,15,88,63,1023.5,1020.5,1,1,14.9,19.2,No,No
2008/5/13,Sydney,13.2,19.7,11,9,88,67,1023.4,1021.7,6,7,15,18.1,No,No
2008/5/14,Sydney,11.2,20.6,20,19,82,64,1023.8,1020.5,1,1,13.8,20,No,No
2008/5/15,Sydney,12,21.4,13,9,90,60,1022.2,1017.8,1,1,13.9,21.3,No,Yes
2008/5/16,Sydney,13.8,23.2,15,15,78,66,1017.1,1013,6,2,15.9,20.9,Yes,No
2008/5/17,Sydney,15.2,21.8,20,17,52,41,1008.4,1003.6,3,7,19.2,20.9,No,No
2008/5/18,Sydney,8.8,17.8,19,31,57,36,1007,1006.3,1,1,11.6,17,No,No
2008/5/19,Sydney,10.7,20.5,22,7,58,36,1015.7,1013.3,1,0,12.5,20.3,No,No
2008/5/20,Sydney,10.3,21.7,24,7,64,38,1020.1,1017.5,1,1,13,21.3,No,No
2008/5/21,Sydney,11.1,18.9,19,22,74,64,1022.4,1022.8,4,7,13.5,17.3,No,No
2008/5/22,Sydney,11.9,18.7,20,19,63,52,1028.2,1026.2,1,2,15.1,17.4,No,No
2008/5/23,Sydney,11,18.4,17,13,76,53,1026.9,1024.6,1,5,12.7,17.1,No,No
2008/5/24,Sydney,11.4,20.1,13,2,71,39,1025.4,1022.7,1,1,13.3,19.3,No,No
2008/5/25,Sydney,8.8,18.3,17,11,78,58,1025.1,1022.2,4,3,11.1,16.9,No,No
2008/5/26,Sydney,10.9,21.1,20,13,81,58,1025.9,1022.6,6,2,12.9,19.5,No,No
2008/5/27,Sydney,11.5,22.4,15,13,82,71,1024.6,1021.8,3,1,13.6,19.1,No,No
2008/5/28,Sydney,11,19.2,26,2,80,74,1025.6,1023.9,3,6,12.8,18.6,No,No
2008/5/29,Sydney,11,18.6,19,4,86,76,1030.2,1029.1,3,2,12.7,17.6,No,No
2008/5/30,Sydney,10.9,21,19,7,87,58,1032,1028.7,1,2,12.7,19.6,No,No
2008/5/31,Sydney,10.8,20.1,17,17,90,61,1028.6,1026.66,1,1,11.7,19.4,No,No
2008/6/1,Sydney,11.6,20.5,19,17,91,74,1029.3,1027,7,7,14.3,18.7,No,Yes
2008/6/2,Sydney,14.3,17.6,9,7,97,90,1027.3,1024.8,8,7,15.3,17.1,Yes,Yes
2008/6/3,Sydney,15.2,19.1,17,22,98,90,1026.4,1024.1,8,8,15.6,16.7,Yes,Yes
2008/6/4,Sydney,15.5,18.3,19,26,87,88,1023.1,1020.5,8,8,17.5,17.2,Yes,Yes
2008/6/5,Sydney,15.2,16.9,24,24,82,84,1020.1,1018.6,7,8,16,16.6,Yes,Yes
2008/6/6,Sydney,14.7,17.4,15,24,81,70,1021.2,1020.3,7,6,15.1,16.6,Yes,No
2008/6/7,Sydney,11.7,18.2,19,24,76,49,1025,1025.7,1,1,13.3,17.9,No,Yes
2008/6/8,Sydney,12.7,17.7,17,17,97,71,1032.1,1029.8,8,7,14.1,17.2,Yes,Yes
2008/6/9,Sydney,13,16.9,13,2,96,89,1030.9,1028,7,8,13.9,16.2,Yes,Yes
2008/6/10,Sydney,12.4,19.9,13,9,98,68,1027.5,1023.9,7,1,13.2,19.1,Yes,No
2008/6/11,Sydney,13.2,19.9,6,4,74,70,1022.9,1020.6,7,8,17.3,19.6,No,Yes
2008/6/12,Sydney,13.7,22.1,11,7,97,64,1022.4,1018.1,8,1,14.1,20.1,Yes,No
2008/6/13,Sydney,14,18.8,20,26,67,42,1012.2,1011.5,1,2,16.6,16.7,No,No
2008/6/14,Sydney,9.6,14.6,30,24,49,52,1022,1022.5,5,7,11.2,14.1,No,No
2008/6/15,Sydney,10.6,15.3,24,26,75,87,1024.4,1022.8,7,8,13.7,14.5,No,Yes
2008/6/16,Sydney,13.3,16.8,19,20,86,83,1024.2,1023,6,7,15,15.8,Yes,Yes
2008/6/17,Sydney,13.1,17.5,11,13,88,73,1026.7,1024.8,7,7,14.2,17.3,Yes,No
2008/6/18,Sydney,13.6,19.4,13,2,90,69,1025.5,1022.1,7,8,14.8,19.2,No,No
2008/6/19,Sydney,12.8,20.3,13,13,91,69,1020.3,1017.4,6,7,13.9,18.6,No,Yes
2008/6/20,Sydney,13.8,17.9,19,19,81,60,1018.3,1016.2,7,7,14.3,17.2,Yes,Yes
2008/6/21,Sydney,11.6,18.5,15,17,66,40,1020.7,1018.9,1,1,13.2,18,Yes,No
2008/6/22,Sydney,9.7,17.3,22,22,61,54,1023.2,1024,1,3,11.4,16.3,No,No
2008/6/23,Sydney,8.2,17.1,13,13,74,43,1023.7,1020.4,1,7,9.9,17,No,No
2008/6/24,Sydney,9.2,19.2,19,9,72,45,1027,1023.1,1,1,10.7,18.8,No,No
2008/6/25,Sydney,9.9,19.6,17,6,69,43,1024.6,1020.6,1,0,11.8,19.4,No,No
2008/6/26,Sydney,10.2,20.2,28,28,47,38,1017,1016.8,0,1,14.6,19.3,No,No
2008/6/27,Sydney,9.5,19.4,24,15,57,32,1025.9,1023.6,0,0,10.8,18.9,No,No
2008/6/28,Sydney,7.9,18.7,20,9,68,43,1027.6,1024.7,1,1,10.1,18.1,No,No
2008/6/29,Sydney,7.9,21,13,6,84,42,1024.1,1018.8,2,1,9.2,20.8,No,No
2008/6/30,Sydney,9.2,22.1,19,28,47,35,1017.1,1010.3,1,1,13.8,21.6,No,No
2008/7/1,Sydney,10.3,19.6,0,41,45,34,1011,1008.5,0,1,13.1,19.2,No,No
2008/7/2,Sydney,10.8,19.2,26,31,55,35,1012.5,1011.2,1,1,14.6,18.8,No,No
2008/7/3,Sydney,9.2,17.9,17,7,63,42,1022.7,1020.8,1,1,10.7,17.4,No,Yes
2008/7/4,Sydney,8.2,15,20,9,84,88,1029,1028.2,7,7,9.1,12.9,Yes,Yes
2008/7/5,Sydney,9.1,17.4,11,15,78,48,1031.9,1028.9,6,6,11.3,16.8,Yes,No
2008/7/6,Sydney,8.3,18.4,15,4,84,59,1029.2,1025.7,1,3,9.8,17.7,No,No
2008/7/7,Sydney,9.7,19.8,9,11,87,55,1024.4,1019.7,7,5,11.3,19.3,No,No
2008/7/8,Sydney,10.5,17.2,11,7,80,49,1020.9,1017.4,1,4,12.1,16.4,No,No
2008/7/9,Sydney,6.9,13.3,15,20,57,43,1018,1015.7,2,7,9.6,13.2,No,Yes
2008/7/10,Sydney,7.2,15.8,11,26,58,38,1014.6,1010,7,3,10.2,15.8,Yes,No
2008/7/11,Sydney,10,16.5,24,20,46,27,1016.5,1017,1,1,11.3,16.1,No,No
2008/7/12,Sydney,5.7,15.9,17,13,67,45,1027.5,1023.5,4,7,7.8,15,No,No
2008/7/13,Sydney,7.8,17.3,4,17,67,58,1024.2,1021.2,8,8,11.5,17.1,No,No
2008/7/14,Sydney,10.1,23.1,0,7,80,54,1021.5,1017.3,7,1,12,22.9,No,No
2008/7/15,Sydney,9.7,19.8,20,11,81,70,1020.8,1018.4,1,1,11.1,17.4,No,No
2008/7/16,Sydney,8.9,18,13,11,81,50,1022.2,1019.1,1,1,10.8,17.4,No,No
2008/7/17,Sydney,8.2,18.5,15,17,84,38,1019.2,1013.3,4,5,10.1,17.3,No,No
2008/7/18,Sydney,8.2,18.7,13,39,73,21,1010.1,1007.3,1,1,10.1,17.9,No,No
2008/7/19,Sydney,8.1,18.2,4,6,53,32,1016.2,1014.1,1,2,10.9,18.2,No,No
2008/7/20,Sydney,10.8,17.6,6,4,41,55,1015.4,1008.6,8,8,14.6,16.8,No,Yes
2008/7/21,Sydney,10.4,17.5,26,31,56,31,1006.2,1008.1,1,1,13.1,16.7,Yes,No
2008/7/22,Sydney,7.2,15.1,19,22,52,31,1024.8,1025.2,0,1,8.8,13.9,No,No
2008/7/23,Sydney,5.5,14.7,22,19,67,61,1031.5,1029.6,6,6,7,14.1,No,Yes
2008/7/24,Sydney,6.9,15.9,19,22,95,70,1029.3,1025.4,8,7,10.9,14.7,Yes,Yes
2008/7/25,Sydney,9.8,12.7,15,17,93,81,1022.6,1020.1,8,7,10.5,12.6,Yes,Yes
2008/7/26,Sydney,6.2,17,24,13,79,47,1018.3,1014.3,1,5,8.4,15.5,Yes,No
2008/7/27,Sydney,6.3,17.6,11,6,71,41,1013.1,1008.6,2,7,9.1,16.4,No,Yes
2008/7/28,Sydney,7,13.6,20,31,79,79,1011.3,1011.3,6,8,8.4,10.2,Yes,Yes
2008/7/29,Sydney,8,15,22,20,86,59,1017.2,1015.1,6,6,9.1,13.5,Yes,No
2008/7/30,Sydney,6,17,19,11,65,43,1016.7,1013.7,2,1,9.4,16.2,No,No
2008/7/31,Sydney,6,20.3,19,11,71,42,1016.6,1011.6,1,2,7.9,18.5,No,No
2008/8/1,Sydney,7.9,20.8,17,26,40,46,1004.8,1003.3,6,7,17.2,16.8,No,No
2008/8/2,Sydney,9.7,16.8,28,24,48,32,1013.2,1013.3,1,1,11.9,16.6,No,No
2008/8/3,Sydney,9.4,18.8,20,7,52,34,1020.4,1017.7,0,1,11.6,18.7,No,No
2008/8/4,Sydney,8.1,17.2,13,13,62,45,1020.4,1017.1,6,6,10.6,15,No,No
2008/8/5,Sydney,6.6,16.3,22,13,67,52,1019.1,1016.1,1,5,9.2,16.3,No,No
2008/8/6,Sydney,8.8,15.5,15,13,89,70,1014.9,1015.6,7,7,9.5,14.3,No,No
2008/8/7,Sydney,8.3,16.5,20,19,74,75,1017.9,1014.6,1,7,10.9,11.4,No,Yes
2008/8/8,Sydney,8.2,18.6,17,19,58,38,1016.4,1016.9,7,5,11.7,18.4,Yes,No
2008/8/9,Sydney,6.9,17.3,19,15,56,37,1021.9,1018.1,1,4,9.9,16.4,No,No
2008/8/10,Sydney,6.7,15.6,19,24,62,38,1016.2,1011.8,2,2,10.5,13.5,No,No
2008/8/11,Sydney,7,15.9,33,20,46,35,1016,1015.4,1,4,9.4,15.4,No,No
2008/8/12,Sydney,6.8,16.3,19,30,50,28,1021.7,1018.8,1,1,10.7,15.8,No,No
2008/8/13,Sydney,8.4,17.4,22,15,49,34,1023,1021.9,1,2,12.2,16,No,No
2008/8/14,Sydney,7.2,18.5,22,26,51,28,1021.1,1015.6,0,1,10.2,18,No,No
2008/8/15,Sydney,9.4,18.8,22,31,49,33,1013.4,1010.2,1,1,12.4,18.1,No,No
2008/8/16,Sydney,10.5,18,22,15,48,42,1011.8,1010.5,1,4,13.2,16.6,No,No
2008/8/17,Sydney,6.9,16.4,17,15,45,35,1021.9,1021.8,1,1,10.4,15.5,No,No
2008/8/18,Sydney,5.6,15.8,20,19,59,33,1024.9,1021.2,6,7,9.2,15.3,No,No
2008/8/19,Sydney,5.3,17.6,22,15,65,32,1028.8,1025.4,1,5,9.5,17.5,No,No
2008/8/20,Sydney,8.2,19.5,2,4,58,35,1026.6,1023.2,7,7,12.6,19.2,No,No
2008/8/21,Sydney,9.4,20.2,7,11,58,44,1022.5,1017.1,8,7,12,18.2,No,Yes
2008/8/22,Sydney,10.2,11.9,15,17,90,87,1016.1,1015.5,8,8,10.5,10.5,Yes,Yes
2008/8/23,Sydney,7.3,14.8,24,28,65,53,1022.8,1024.1,7,7,11.2,13.4,Yes,No
2008/8/24,Sydney,5.5,17.3,24,22,63,47,1029.6,1027.9,1,2,9.8,16.6,No,No
2008/8/25,Sydney,8.2,16.4,15,19,76,48,1029.9,1024.8,7,5,11.1,16,No,No
2008/8/26,Sydney,8.5,21.5,19,15,78,51,1023.4,1019.3,2,3,11.1,18.7,No,No
2008/8/27,Sydney,9.2,17.6,19,26,59,NA,1025.1,1025.3,3,4,13.1,15.3,No,Yes
2008/8/28,Sydney,8.8,16.9,13,20,85,59,1028,1025.3,3,5,12,15.8,Yes,No
2008/8/29,Sydney,8.7,18.2,19,20,70,62,1025.7,1022.3,2,4,12.5,16.1,No,No
2008/8/30,Sydney,8.1,16,13,17,82,65,1023.4,1019.1,5,7,12.1,15.7,No,Yes
2008/8/31,Sydney,12.1,19.2,15,22,91,71,1011.2,1009.555,7,7,15.3,19.1,Yes,No
2008/9/1,Sydney,10.4,21,7,19,54,41,1022.9,1020.8,0,0,15,19,No,No
2008/9/2,Sydney,8.7,20.6,19,17,56,39,1026.1,1024.4,0,1,14.1,18.9,No,No
2008/9/3,Sydney,9.7,17.9,22,30,67,64,1032.6,1032.4,7,7,15.8,16,No,No
2008/9/4,Sydney,13.5,17.1,20,26,55,64,1034.2,1031,7,8,15.4,15.8,No,Yes
2008/9/5,Sydney,13.1,15.7,28,20,76,88,1024.9,1020.8,8,8,15.6,14.2,Yes,Yes
2008/9/6,Sydney,11.8,14.2,22,30,92,88,1014.8,1013.1,8,8,13,12.3,Yes,Yes
2008/9/7,Sydney,9.5,19,15,15,69,51,1016.4,1014.1,2,6,14.1,18.3,Yes,No
2008/9/8,Sydney,9.4,17.5,15,24,68,51,1019.5,1018.2,1,2,13.9,16.4,No,No
2008/9/9,Sydney,8.4,16.4,13,20,49,43,1025,1021.9,1,1,12.6,15.4,No,No
2008/9/10,Sydney,7,16.8,17,19,66,44,1022.7,1019.1,1,1,12.4,16.6,No,No
2008/9/11,Sydney,7.1,17.7,15,20,72,60,1019.2,1014.2,1,2,12.3,16.8,No,No
2008/9/12,Sydney,8.7,24.3,11,20,53,35,1014.9,1010.8,1,1,14.8,21.9,No,No
2008/9/13,Sydney,14.8,30.6,4,7,40,47,1014.1,1010.4,3,1,24.3,25,No,Yes
2008/9/14,Sydney,17.2,23.5,15,7,82,79,1011.8,1007.4,8,6,18,19.3,Yes,Yes
2008/9/15,Sydney,16.9,27.9,28,39,58,23,1009.7,1003.4,1,1,22.5,27.8,Yes,No
2008/9/16,Sydney,12.3,19.8,39,19,30,25,1015.8,1016.5,1,1,14.3,19.5,No,No
2008/9/17,Sydney,10.7,16.3,15,11,60,58,1026.4,1023.4,6,6,14.8,15,No,No
2008/9/18,Sydney,9.4,19.4,6,22,63,61,1021.4,1016.2,1,4,15.7,18.3,No,No
2008/9/19,Sydney,14.6,25.8,0,20,67,47,1015.8,1011,1,0,19.4,24,No,No
2008/9/20,Sydney,18.8,32.8,6,26,46,17,1010.1,1005.9,0,6,25.8,31.6,No,No
2008/9/21,Sydney,15.8,21.6,9,19,73,61,1019.8,1014.4,4,0,18,20.7,No,No
2008/9/22,Sydney,13.2,29.8,6,37,64,33,1011.6,1007,0,7,19.1,27.6,No,Yes
2008/9/23,Sydney,15.6,17,17,24,88,60,1015.5,1018,8,5,15.6,16.9,Yes,Yes
2008/9/24,Sydney,9.7,18.6,11,19,60,50,1030.3,1028.6,3,1,16.2,17.5,Yes,No
2008/9/25,Sydney,10.3,18.6,6,19,67,54,1031.6,1027.8,1,1,16,18.2,No,No
2008/9/26,Sydney,11.3,22.2,4,11,56,53,1024.3,1018.4,1,5,17.9,21.6,No,No
2008/9/27,Sydney,14,25.4,7,9,67,62,1021.6,1015.7,4,1,20.4,21.4,No,No
2008/9/28,Sydney,19.8,32.9,17,28,35,62,1009.8,1007.1,2,2,25.4,21.5,No,No
2008/9/29,Sydney,13.5,21.8,19,24,42,63,1013.8,1015.6,1,7,19.4,16.1,No,No
2008/9/30,Sydney,11.9,19.2,6,15,61,48,1020.3,1016.777,2,1,16.5,19,No,No
2008/10/1,Sydney,12.6,24.7,9,22,70,69,1020.9,1015.7,6,1,19,20.5,No,No
2008/10/2,Sydney,18.9,31.1,4,19,44,39,1016.9,1013.5,3,1,24.7,29.7,No,No
2008/10/3,Sydney,22.5,34.8,15,11,41,20,1014.8,1010.3,1,7,29.6,33.9,No,Yes
2008/10/4,Sydney,17.5,19.4,13,9,89,88,1015.2,1012.9,7,8,18.9,19,Yes,Yes
2008/10/5,Sydney,14.6,19.1,11,11,93,86,1018.4,1015.3,8,8,14.9,16,Yes,Yes
2008/10/6,Sydney,14.9,22.8,15,22,85,71,1009.2,1003.9,8,7,18.5,20.2,Yes,No
2008/10/7,Sydney,9.7,20.6,22,24,51,42,1017.7,1014.4,1,1,12.8,17.2,No,No
2008/10/8,Sydney,10.9,19.7,19,15,53,47,1018.8,1018.6,4,1,14,18.4,No,No
2008/10/9,Sydney,10.5,19.9,17,22,56,58,1026.2,1025.7,1,1,15.8,19.2,No,No
2008/10/10,Sydney,12.6,21.5,11,20,76,57,1029,1025.4,3,3,16.9,20.5,No,No
2008/10/11,Sydney,14.6,22.3,6,22,82,65,1027.4,1024.3,5,3,16,20,No,No
2008/10/12,Sydney,14.2,22.5,11,28,76,69,1025,1021.8,1,1,18.6,20.8,No,No
